"","precio_gasoleo_a","rotulo","direccion","provincia"
"1",1.519,"BALLENOIL","CALLE VERSALLES, 17","MADRID"
"2",1.529,"PLENOIL","AVENIDA DE MADRID, 60","MADRID"
"3",1.529,"BEROIL","CALLE SIMON HERNANDEZ (DE), 73","MADRID"
"4",1.529,"BALLENOIL","CALLE CIRCUNVALACIÓN, 64","MADRID"
"5",1.529,"PLENOIL","AVENIDA DE LA CONSTITUCION, 249","MADRID"
"6",1.529,"GASEXPRESS","AVENIDA SOL, 50","MADRID"
"7",1.529,"BALLENOIL","CALLE OLMO, 1","MADRID"
"8",1.529,"PLENOIL","AVENIDA CONSTITUCIÓN, 1","MADRID"
"9",1.529,"PETROPRIX","AVENIDA DE LA CONSTITUCION, 287","MADRID"
"10",1.529,"BALLENOIL","CALLE CHARCA DE LOS PECES, 2","MADRID"
"11",1.537,"E.S. TERUGAS","CALLE SIMON HERNANDEZ, 75","MADRID"
"12",1.537,"PLENOIL","CALLE TORRES QUEVEDO, 2","MADRID"
"13",1.539,"PLENOIL","CALLE ESTACION, 40","MADRID"
"14",1.539,"BALLENOIL","CALLE CARRETERA DE EL ESCORIAL, 94","MADRID"
"15",1.539,"BALLENOIL","CL CRTA. DE TORRELODONES, 10","MADRID"
"16",1.539,"PLENOIL","CALLE COLMENAREJO, 54","MADRID"
"17",1.539,"BALLENOIL","CALLE DEL TRIGO, 5","MADRID"
"18",1.539,"PLENOIL","CALLE REY PASTOR, 3","MADRID"
"19",1.539,"PETROPRIX","CALLE RICARDO TORMO, 6","MADRID"
"20",1.539,"BALLENOIL","CALLE REY PASTOR, 16","MADRID"
"21",1.539,"PLENOIL","CALLE ALUMINIO, 8","MADRID"
"22",1.539,"BALLENOIL","CALLE ANGEL NIETO, 2","MADRID"
"23",1.539,"PETROL MÓSTOLES","CALLE TORRES QUEVEDO, 6","MADRID"
"24",1.545,"E.LECLERC","AVENIDA PREMIOS NOBEL, 1","MADRID"
"25",1.545,"LAVAPLUS","CARRETERA DE LA BASE KM. S/N","MADRID"
"26",1.549,"LAVAPLUS","AVENIDA DE EUROPA, 15","MADRID"
"27",1.549,"BALLENOIL","CALLE AZUELA, 73","MADRID"
"28",1.549,"BALLENOIL","CALLE ESCOFINA, 3","MADRID"
"29",1.549,"PLENOIL","CALLE AZUELA, 62","MADRID"
"30",1.549,"CARBURANTES REQUES","CALLE JUSTINA VELASCO MARTIN, 1","MADRID"
"31",1.549,"STORE FUEL","CALLE SOLANA, 56","MADRID"
"32",1.549,"FAST FUEL","CALLE MARIO VARGAS LLOSA, 4","MADRID"
"33",1.555,"CDT","CALLE ERATOSTENES, 15","MADRID"
"34",1.559,"TEB","CALLE ALMANZOR, 11","MADRID"
"35",1.559,"PLENOIL","AVENIDA LOS ROSALES, 15","MADRID"
"36",1.559,"BALLENOIL","AVENIDA OROVILLA, 22","MADRID"
"37",1.559,"BALLENOIL","CALLE REUS, 13","MADRID"
"38",1.559,"ION +","CALLE MUGUET, 12","MADRID"
"39",1.559,"PETROPRIX","CALLE SECOYA, 12","MADRID"
"40",1.559,"PETROPRIX","AVENIDA RONDA (DE), S/N","MADRID"
"41",1.559,"PLENOIL","CALLE TOLEDO, 40","MADRID"
"42",1.562,"BALLENOIL","CALLE TOLEDO CV VIA DE RONDA, SN","MADRID"
"43",1.565,"BALLENOIL","CALLE ANETO, 1","MADRID"
"44",1.567,"BALLENOIL","CALLE CONSTITUCION, 81","MADRID"
"45",1.567,"PETROPRIX","CALLE CONSTITUCION (DE LA), 100","MADRID"
"46",1.567,"PLENOIL","CALLE LUIS SAUQUILLO, 131","MADRID"
"47",1.567,"PETROPRIX","AVENIDA DE LA CANTUEÑA, 8","MADRID"
"48",1.567,"PLENOIL","CALLE LUIS SAUQUILLO, 86","MADRID"
"49",1.567,"BALLENOIL","AVENIDA FUENLABRADA, 6","MADRID"
"50",1.569,"GASEXPRESS","CARRETERA DAGANZO KM. 3","MADRID"
"51",1.569,"BALLENOIL","CALLE VARSOVIA, 2","MADRID"
"52",1.569,"BALLENOIL","CARRETERA DAGANZO KM. 5","MADRID"
"53",1.569,"PETROPRIX","CALLE ISAAC NEWTON, 155","MADRID"
"54",1.569,"ALCAMPO","AVENIDA EUROPA, S/N","MADRID"
"55",1.569,"PETROPRIX","AVENIDA JUAN CARLOS I, 24","MADRID"
"56",1.569,"PLENOIL","CALLE CALLE POLÍGONO 5, 20","MADRID"
"57",1.569,"BALLENOIL","CALLE TOMILLO DEL, 4","MADRID"
"58",1.569,"PETROPRIX","AVENIDA DE LOS REYES, 2","MADRID"
"59",1.569,"ALCAMPO FUENLABRADA","CC. LORANCA ALCAMPO FUENLABRADA (AV. PABLO IGLESIAS, S/N, CIUDAD LORANCA)","MADRID"
"60",1.569,"PLENOIL","CALLE ENEBRO, 17","MADRID"
"61",1.569,"BALLENOIL","CALLE VIZCAYA, 24","MADRID"
"62",1.569,"PETROPRIX","CALLE VIZCAYA, 17","MADRID"
"63",1.569,"E.LECLERC","CALLE CALDERILLA, 1","MADRID"
"64",1.569,"BALLENOIL","CALLE FRAGUA, 16","MADRID"
"65",1.569,"BALLENOIL","CALLE ALFONSO XII, 20","MADRID"
"66",1.569,"BALLENOIL","CALLE CINCEL (DEL), S","MADRID"
"67",1.569,"PLENOIL","CALLE CARRETILLA LA, 36","MADRID"
"68",1.569,"PETROPRIX","CALLE CINCEL (DEL), 2","MADRID"
"69",1.569,"BALLENOIL","CALLE FUNDICION, 19","MADRID"
"70",1.569,"BALLENOIL","AVENIDA AVENIDA DE LAS MORCILLERAS, 1","MADRID"
"71",1.574,"GALP","CALLE CAÑADA DEL POZO, SN","MADRID"
"72",1.574,"SHELL","POLIGONO CASABLANCA C/JACINTO BENAVENTE, 6","MADRID"
"73",1.577,"BALLENOIL","CARRETERA CARABANCHEL A VILLAVERDE KM. 89","MADRID"
"74",1.579,"SUPECO","POLIGONO LA GARENA, AV. EUROPA, S/N, S/N","MADRID"
"75",1.579,"E.LECLERC","CALLE DE LAS MORERAS, 62","MADRID"
"76",1.579,"E.LECLERC","PASEO DELEITE (DEL), 13","MADRID"
"77",1.579,"SIMON GRUP","CARRETERA VILLAVERDE A VALLECAS KM. 283","MADRID"
"78",1.579,"SUPECO","CALLE EDUARDO BARREIROS, 114","MADRID"
"79",1.579,"LOW COST REPOST","CALLE HILARIO HERRANZ ESTABLOS, 20","MADRID"
"80",1.579,"PETROPRIX","CALLE BARBERO DE SEVILLA EL, 2","MADRID"
"81",1.579,"MAXPETROL","CALLE CAMINO DE BASTOS, 6","MADRID"
"82",1.579,"BALLENOIL","AVENIDA PABLO IGLESIAS (DE), 78","MADRID"
"83",1.579,"PETROKAL","CALLE SOLANA DE LA, 17","MADRID"
"84",1.579,"BALLENOIL","AVENIDA INDUSTRIA, 44","MADRID"
"85",1.579,"PLENOIL","AVENIDA INDUSTRIA (DE LA), 52","MADRID"
"86",1.579,"LAS PALMERAS","RONDA COMUNIDADES (DE LAS), 107","MADRID"
"87",1.579,"SUPER GASOIL 2016 S.L.","CAMINO COOPERATIVA DE LA, 2","MADRID"
"88",1.579,"RECESPAÑA","CL FRAY JOSE DE SAN JACINTO 10","MADRID"
"89",1.58,"GASOLEOS TORRES LOW COST 24H.","CALLE MADRID, 46","MADRID"
"90",1.583,"TIPSA","CALLE MAR EGEO, 1","MADRID"
"91",1.585,"PLENOIL","AVENIDA MADRID, 2","MADRID"
"92",1.585,"SERVIFACIL","AVENIDA CERRO DEL RUBAL, 12","MADRID"
"93",1.586,"E.S. EL ALAMO, S.L.","CTRA. LOCAL M-404 km 3,640","MADRID"
"94",1.588,"OIL A42 A-42 KM 9,8  DIR. MADRID","AVENIDA PRINCESA JUANA DE AUSTRIA, 91","MADRID"
"95",1.589,"PETROPRIX","CALLE PARAGUAY ESQUINA AVENIDA DE AMERICA, SN","MADRID"
"96",1.589,"PLENOIL","AVENIDA SAN MARTIN DE VALDEIGLESIAS, 9","MADRID"
"97",1.589,"PETROPRIX","CALLE PUERTA DE ABAJO, 57","MADRID"
"98",1.589,"PLENOIL","CALLE PUERTA DE ABAJO, 20","MADRID"
"99",1.589,"BALLENOIL","CAMINO CAMINO DE SAN MARTÍN DE LA VEGA A ARGANDA, 2","MADRID"
"100",1.589,"PETROPRIX","AVENIDA MADRID (DE), SN","MADRID"
"101",1.589,"BALLENOIL","CAMINO SAN MARTIN DE LA VEGA, 8","MADRID"
"102",1.589,"DELFIOIL","AVENIDA FINANZAUTO (DE), 2","MADRID"
"103",1.589,"PLENOIL","AVENIDA MADRID (DE), 66","MADRID"
"104",1.589,"BALLENOIL","AVENIDA VALDEARGANDA, 15","MADRID"
"105",1.589,"BALLENOIL","TRAVESÍA SIERRA DE GATA, 17","MADRID"
"106",1.589,"PLENOIL","PASEO MOLINO DEL REY, 39","MADRID"
"107",1.589,"POWER3OIL","AVENIDA DEMOCRACIA, 15","MADRID"
"108",1.589,"GHC","CARRETERA N-III KM. 11,8","MADRID"
"109",1.589,"PLENOIL","CALLE SAN DALMACIO, 13","MADRID"
"110",1.589,"BALLENOIL","CALLE RESINA, 4","MADRID"
"111",1.589,"BALLENOIL","CALLE VALLE DE TOBALINA, 24","MADRID"
"112",1.589,"PLENOIL","AVENIDA REAL DE PINTO, 73","MADRID"
"113",1.589,"BALLENOIL","CALLE ARROYO DE LA BULERA, S/N","MADRID"
"114",1.589,"BALLENOIL","CALLE LA ACEBEDA, 1","MADRID"
"115",1.589,"GALP","AVENIDA DE LOS POBLADOS, SN","MADRID"
"116",1.589,"PLENOIL","CARRETERA GUADARRAMA KM. 57","MADRID"
"117",1.589,"GASOLINERA VALDEMORO","AVENIDA MADRID (DE), 6","MADRID"
"118",1.589,"BALLENOIL","CARRETERA M-233 KM. 6,800","MADRID"
"119",1.589,"GASOLINERA VILLAREJO DE SALVANÉS","AVENIDA JUAN CARLOS I REY DE ESPAÑA, 3","MADRID"
"120",1.597,"BALLENOIL","CALLE LAGUNA, 88","MADRID"
"121",1.597,"PLENOIL","CALLE POLVORANCA, 65","MADRID"
"122",1.597,"PLENOIL","CALLE DEL PARAISO, S/N","MADRID"
"123",1.597,"BALLENOIL","CALLE G, 2","MADRID"
"124",1.597,"PLENOIL","CALLE CAMINO DE LAS HORMIGUERAS, 177","MADRID"
"125",1.597,"BALLENOIL","CAMINO HORMIGUERAS, 153","MADRID"
"126",1.597,"PLENOIL","CARRETERA VILLAVERDE A VALLECAS KM. 267","MADRID"
"127",1.597,"BALLENOIL","CAMINO POZO DEL TIO RAIMUNDO, 6","MADRID"
"128",1.597,"BALLENOIL","CALLE REAL, 125","MADRID"
"129",1.598,"ATENOIL","CARRETERA PINTO-PARLA KM. 1","MADRID"
"130",1.598,"E. LECLERC","AVENIDA ANDALUCIA (DE), 118","MADRID"
"131",1.598,"E-LECLERC","CALLE NARCISO MONTURIOL, 30","MADRID"
"132",1.599,"SOLNER","CALLE TELECOMUNICACIONES, 2","MADRID"
"133",1.599,"ATENOIL","AVENIDA DE MADRID, 126","MADRID"
"134",1.599,"BALLENOIL","CALLE FRESADORES (DE), 7","MADRID"
"135",1.599,"ALCAMPO","CALLE C.C. ALCAMPO, C/. TEJERA, 2","MADRID"
"136",1.599,"PLENOIL","AVENIDA SAN PABLO, 29","MADRID"
"137",1.599,"BALLENOIL","AVENIDA JARAMA (DEL), 17","MADRID"
"138",1.599,"GASOLOWCOST","CALLE ARGANZA, 5","MADRID"
"139",1.599,"PETROJARAMA","CALLE TORRELAGUNA, 57","MADRID"
"140",1.599,"GALP","AVDA ARCAS DE AGUA SN","MADRID"
"141",1.599,"PETROPRIX","CALLE HERREROS, 1","MADRID"
"142",1.599,"BALLENOIL","CALLE FUNDIDORES, 24","MADRID"
"143",1.599,"BALLENOIL","CALLE FRANKLIN, 1","MADRID"
"144",1.599,"GASEXPRESS GETAFE","AVENIDA RIO GUADALQUIVIR, 20","MADRID"
"145",1.599,"GC","CARRETERA M527 KM. 2,8","MADRID"
"146",1.599,"SHELL","AVENIDA FUENLABRADA, 110","MADRID"
"147",1.599,"SUPECO","CALLE BRUNO ABUNDEZ, 56","MADRID"
"148",1.599,"BALLENOIL","CALLE CERRO DEL MURMULLO, 1","MADRID"
"149",1.599,"OIL SANCHEZ ROMERO","CALLE BARBERO DE SEVILLA EL, 1","MADRID"
"150",1.599,"PETROPRIX","CALLE PORTUGAL, 30","MADRID"
"151",1.599,"MORAFUEL","CALLE ROBLE, 6","MADRID"
"152",1.599,"BALLENOIL","CALLE MINA DEL COTORRO (DE LA), S/N","MADRID"
"153",1.599,"BALLENOIL","AVENIDA DE ALCOTANES, 5","MADRID"
"154",1.599,"BALLENOIL","PASEO EUROPA, 22","MADRID"
"155",1.599,"PETROPRIX","AVENIDA FUENTE NUEVA, 18","MADRID"
"156",1.599,"BALLENOIL","AVENIDA PIRINEOS (DE LOS), 21","MADRID"
"157",1.599,"BALLENOIL","AVENIDA MATAPIÑONERA, 20","MADRID"
"158",1.599,"BALLENOIL","AVENIDA TENERIFE, 10","MADRID"
"159",1.599,"ALCAMPO","CARRETERA LOECHES-AJALVIR, KM. 12,500","MADRID"
"160",1.599,"SUPER GASOIL","AVENIDA ANDALUCIA DE, 519","MADRID"
"161",1.599,"LCH LOW COST","AVENIDA MADRID (DE), 7","MADRID"
"162",1.599,"FAST FUEL","CALLE SEVERO OCHOA, 48","MADRID"
"163",1.609,"ENERGY","CALLE PERU, 31","MADRID"
"164",1.609,"SHELL","VÍA COMPLUTENSE, 105","MADRID"
"165",1.609,"ALCAMPO","C.C. LA DEHESA, AUTOVIA MADRID-BARCELONA km 34,0","MADRID"
"166",1.609,"SHELL","C/ ESCOFINA S/N","MADRID"
"167",1.609,"LOW COST REPOST","AVENIDA REAL DE PINTO, 156","MADRID"
"168",1.609,"OLANCA","AVENIDA DE LAS NIEVES, 5","MADRID"
"169",1.617,"BALLENOIL","CARRETERA VICALVARO A ESTACION DE O`DONNELL KM. 22","MADRID"
"170",1.617,"BALLENOIL","CALLE FRANCISCA TORRES CATALAN, 24","MADRID"
"171",1.617,"PLENOIL","CARRETERA VICALVARO ESTACION ODONNELL KM. 20","MADRID"
"172",1.617,"PLENOIL","CALLE PIROTECNIA, 2","MADRID"
"173",1.619,"PLENOIL","CAMINO TORREJON, 4","MADRID"
"174",1.619,"AVIA","CALLE MEJICO, 17","MADRID"
"175",1.619,"COMBUS","CARRETERA FUENCARRAL KM. 100","MADRID"
"176",1.619,"BALLENOIL","CALLE PELAYA (DE LA), 1","MADRID"
"177",1.619,"ALCAMPO","CALLE DEL CEDRO, 5","MADRID"
"178",1.619,"MERODIO","CALLE CERRO SAN PEDRO, 4","MADRID"
"179",1.619,"BALLENOIL","CALLE FRANKLIN, 1","MADRID"
"180",1.619,"GASOLEOS DAGANZO","POLIGONO LOS FRAILES, 133","MADRID"
"181",1.619,"ALCAMPO","CALLE ISAAC PERAL, 12","MADRID"
"182",1.619,"GALP&GO","CALLE LA ACEBEDA, 57","MADRID"
"183",1.619,"BEROIL LAS ROSAS","CALLE SOFIA, 36","MADRID"
"184",1.619,"GREEN GAS","CALLE BRUSELAS, 4","MADRID"
"185",1.62,"CRISTO DE LA SALUD","PASEO AVILES, 2","MADRID"
"186",1.629,"BALLENOIL","CALLE VALGRANDE, 30","MADRID"
"187",1.629,"PETROPRIX","AVENIDA MARQUES DE LA VALDAVIA, 132","MADRID"
"188",1.629,"PETROPRIX","CALLE VALGRANDE, 11","MADRID"
"189",1.629,"SHELL","CALLE SEVERO OCHOA ESQUINA CALLE JULIO PALACIOS, S/N","MADRID"
"190",1.629,"BALLENOIL","GLORIETA PUERTA DE LOS CARROS, 5","MADRID"
"191",1.629,"PLENOIL","CAMINO DEL OLIVO, 1","MADRID"
"192",1.629,"EDV","CARRETERA M -611 KM. 7,6   GENERAL SANJURJO KM. 7,6","MADRID"
"193",1.629,"CHEAPOIL","CALLE ZACARIAS (DE), 20","MADRID"
"194",1.629,"SHELL","AVENIDA DE LA CONSTITUCION, 262","MADRID"
"195",1.629,"GALP","CALLE JAIME FERRAN, 31","MADRID"
"196",1.629,"BALLENOIL","AVENIDA QUITAPESARES, 33","MADRID"
"197",1.633,"LOUCOS  A.S. EL TORO","CARRETERA ANDALUCIA KM. 28,230","MADRID"
"198",1.634,"BALLENOIL","CALLE SINFONIA, 9","MADRID"
"199",1.639,"BDMED","CALLE SEIS MERCAMADRID, 16","MADRID"
"200",1.639,"SHELL","AVENIDA ANDALUCIA, 83","MADRID"
"201",1.639,"SHELL","CARRERA VALENCIA, KM, 14,800","MADRID"
"202",1.639,"E.LECLERC","CALLE NANTES, 119","MADRID"
"203",1.639,"XPO TRANSPORT SOLUTIONS SPAIN SL","CALLE ZAPADORES DE LOS, 1","MADRID"
"204",1.639,"GALP","AVENIDA DE LA CONSTITUCION, 108","MADRID"
"205",1.639,"BALLENOIL","AVENIDA SIERRA DE GUADARRAMA, 10","MADRID"
"206",1.644,"GALP","CAMINO DEL CUARTEL, 9","MADRID"
"207",1.649,"ALCAMPO","AVENIDA OLIMPICA, 9","MADRID"
"208",1.649,"SHELL","CALLE MAYOR, 63","MADRID"
"209",1.649,"MEROIL","CARRETERA M-623 KM. 1,5","MADRID"
"210",1.649,"SHELL","CARRETERA DE VILLAVERDE A VALLECAS KM. 269","MADRID"
"211",1.649,"GALP","CALLE E, 7","MADRID"
"212",1.649,"E.LECLERC","CALLE PABLO PICASSO, SN","MADRID"
"213",1.659,"GALP","AVENIDA FERNANDO ALONSO, 7","MADRID"
"214",1.659,"CEPSA","CARRETERA MADRID CADIZ KM. 11","MADRID"
"215",1.659,"EMBOCADOR","CALLE REINA (DE LA), 20","MADRID"
"216",1.659,"CEPSA","AVENIDA ANDALUCIA, 115","MADRID"
"217",1.659,"CHEAPOIL","CALLE REAL DE SAN SEBASTIAN, 68","MADRID"
"218",1.659,"ATENOIL","CARRETERA M-103 KM. 6,207","MADRID"
"219",1.659,"SHELL ATALAYUELA 365","CALLE GUADALCANAL, 36","MADRID"
"220",1.659,"SETOR","N-I  (BURGOS-MADRID) km 24,100","MADRID"
"221",1.659,"CEPSA","CALLE YUNQUE, 6","MADRID"
"222",1.659,"ALCAMPO","AVENIDA ESPAÑA, 1","MADRID"
"223",1.669,"GALP","AVENIDA RIO DUERO, 1","MADRID"
"224",1.669,"BALLENOIL","CALLE CEREZA, 4","MADRID"
"225",1.669,"SUPER OIL","CALLE ARAGON, 18","MADRID"
"226",1.669,"GALP","CALLE BUENAVISTA, 2","MADRID"
"227",1.669,"BALLENOIL","CARRETERA POZUELO MAJADAHONDA KM. 2","MADRID"
"228",1.669,"BALLENOIL","CALLE CABO RUFINO LAZARO, 7","MADRID"
"229",1.669,"EMACOIL 24-7","CALLE CEBADAL, 27","MADRID"
"230",1.669,"CASTROIL","CALLE JUAN MARIA LEONET ZABALA, 19","MADRID"
"231",1.674,"SHELL","AVENIDA SAN PABLO (DE), 39","MADRID"
"232",1.679,"GALP","CARRETERA ANTIGUA NACIONAL I KM. 15,5","MADRID"
"233",1.679,"BENZOE","CALLE ALPEDRETE, 12","MADRID"
"234",1.679,"BALLENOIL","AVENIDA TRANVIA, 4","MADRID"
"235",1.679,"GALP","PASEO DE LA HERMITA DE STA. ANA, 2","MADRID"
"236",1.679,"GALP","AVENIDA DEL JARAMA, 19","MADRID"
"237",1.679,"GALP","AVENIDA SAN PABLO,ESQUINA C/INGENIERO FERNANDEZ, 40","MADRID"
"238",1.679,"GALP","CARRETERA M-506 KM. 16,300","MADRID"
"239",1.679,"SHELL","CARRETERA M-117 KM. 3,100","MADRID"
"240",1.679,"BALLENOIL","AVENIDA HUMANES, 171","MADRID"
"241",1.679,"CEPSA CIUDAD DEL AUTOMÓVIL 365","CALLE CARLOS SAINZ, 2","MADRID"
"242",1.679,"ZEROGAS","CALLE PEDRO LARA, 8","MADRID"
"243",1.679,"Q8","CALLE BRAVO MURILLO, 358","MADRID"
"244",1.679,"BALLENOIL","CALLE SAGITARIO, 2","MADRID"
"245",1.679,"GALP","AVENIDA MAYORAZGO, 20","MADRID"
"246",1.679,"BALLENOIL","CALLE ALBASANZ, 69","MADRID"
"247",1.679,"AVIA","CALLE JULIO CERVERA, 21","MADRID"
"248",1.679,"GALP","CARRETERA SIMÓN HERNÁNDEZ, 61 KM.","MADRID"
"249",1.679,"SHELL","CTRA. N-III km 19,5","MADRID"
"250",1.685,"ALCAMPO","CALLE JOSE PAULETE,","MADRID"
"251",1.685,"CEPSA","AVENIDA TENERIFE (DE), 14","MADRID"
"252",1.689,"AVIA","CARRETERA N-VI KM. 43,2","MADRID"
"253",1.689,"GALP","CALLE MATADERO, CARREFOUR LOS VALLES, S/N","MADRID"
"254",1.689,"GALP","CALLE BRAVO MURILLO, 229","MADRID"
"255",1.689,"CEPSA","AVENIDA PORTUGAL (DE), 80","MADRID"
"256",1.689,"CEPSA","AVENIDA PORTUGAL (IZDO), 80","MADRID"
"257",1.694,"SHELL","CALLE TOMAS REDONDO, 10","MADRID"
"258",1.694,"GALP","CRTA. N-III PK. 41,00","MADRID"
"259",1.698,"REPSOL","FRESADORES, 19","MADRID"
"260",1.698,"REPSOL","CALLE ARTURO DUPERIER, S/N","MADRID"
"261",1.699,"SHELL","CALLE POLVORANCA, 158","MADRID"
"262",1.699,"GALP","CARRETERA M-404 KM. 39,8","MADRID"
"263",1.699,"CEPSA","M-40, PK 7.4 - ACCESO AL CAMPO DE LAS NACIONES, 2","MADRID"
"264",1.699,"CEPSA","AVDA. DE LOGROÑO, 233","MADRID"
"265",1.699,"Q8","AVENIDA ALBUFERA, 89","MADRID"
"266",1.699,"CEPSA","CALLE JUAN DE TOLEDO, 8","MADRID"
"267",1.699,"SUPECO","AVENIDA DE MADRID, 34","MADRID"
"268",1.699,"REPSOL","CL AV DE LA INDUSTRIA, 58","MADRID"
"269",1.704,"FRII","AVENIDA PETRÓLEO, 46","MADRID"
"270",1.704,"SHELL","AVENIDA AVIACIÓN, 26","MADRID"
"271",1.704,"GALP","CAMINO VIEJO DE COBEÑA, 34","MADRID"
"272",1.704,"GALP","C/Las Pozas, s/n - P.I. Matacuervos","MADRID"
"273",1.705,"REPSOL","CL AVENIDA ARTESANOS, 40","MADRID"
"274",1.709,"GALP","VÍA VIA COMPLUTENSE ESQ. C/ AVILA, N","MADRID"
"275",1.709,"GALP","CALLE VILLAMALEA, 2","MADRID"
"276",1.709,"SHELL","CTRA. N-V km 12,5","MADRID"
"277",1.709,"GALP","CARRETERA N-401 KM. 17,400","MADRID"
"278",1.709,"GALP","CALLE LUIS SAUQUILLO, 92","MADRID"
"279",1.709,"SHELL","CALLE LOS ESCORIALES, 5","MADRID"
"280",1.709,"SHELL","CALLE FUENTE DE LA TEJA, 2","MADRID"
"281",1.709,"SHELL","CALLE FRANCISCO UMBRAL, 2","MADRID"
